id,p_ship
0a08b786b.jpg,0.0014329659
84f0697a1.jpg,0.0016655813
f1df2b6e3.jpg,0.00029305145
03a5fd8d2.jpg,0.99866146
6780b04e2.jpg,1.3727823e-05
a46829b73.jpg,9.253128e-05
3aaae1d0b.jpg,0.00014368269
7ab2cb83f.jpg,0.00011080058
5af336f4d.jpg,0.0012113041
a32126616.jpg,0.0013637207
bae44b6bb.jpg,0.00766826
dc349ebcf.jpg,0.003398732
f77e0106c.jpg,0.00044162455
9d3453cbc.jpg,0.95401603
a5c976264.jpg,1.2209208e-05
973ab3eb2.jpg,0.03258281
0578dd1cb.jpg,0.07525289
7e139fb53.jpg,0.007567056
74e8a9d06.jpg,0.0033635176
cdd23c85b.jpg,7.330473e-05
442e25845.jpg,0.013060412
5fac762f0.jpg,0.00015002274
27525d8ed.jpg,3.141482e-05
6fa19ffdc.jpg,0.0022138783
ad2220774.jpg,0.00020991833
cb50072fa.jpg,0.010297459
b7976bfbf.jpg,0.999744
3c3b3cc0a.jpg,0.00034891328
684dad003.jpg,6.6366985e-05
3d1551969.jpg,0.00041302235
b905bc2d1.jpg,0.01090703
e318e23c8.jpg,0.0017256349
ae2063ca0.jpg,0.0010130065
b0fdd1abc.jpg,0.0010499656
0cb6851e9.jpg,0.0013085996
0a9cfde4f.jpg,0.00015763866
b0fe6f465.jpg,0.02003213
45c992e39.jpg,0.00013783254
4a6f5791f.jpg,0.996547
72572a652.jpg,0.0008001704
2fd4cea6e.jpg,0.0014896637
dd34a485b.jpg,0.00045488842
9798c8547.jpg,0.017023994
b606e2a2d.jpg,0.0015931322
636fd7ac2.jpg,3.6665562e-05
54ff10f8c.jpg,0.9996725
7fe16363d.jpg,0.00030496862
b1fac4545.jpg,0.003702898
f661e3aee.jpg,0.0051366426
96d589e9e.jpg,0.002971452
b59ddf67e.jpg,0.0027151622
917d8e701.jpg,0.0020669915
37efc6a27.jpg,0.32285175
bbee21045.jpg,0.0005746003
7465f623f.jpg,4.9186314e-05
9870c71af.jpg,0.0032945126
1ae69f3a6.jpg,0.9961921
54f2e94d4.jpg,0.97947764
0c7c93d7b.jpg,0.002064266
0f859798e.jpg,0.00012916744
ab6595c84.jpg,0.007842767
907a59758.jpg,0.908557
55c6ddc75.jpg,0.00069146167
abafece4b.jpg,0.013393983
180eb50a3.jpg,0.00033249575
d653d07cb.jpg,7.697912e-05
f65db3b67.jpg,0.82190895
fba217bc1.jpg,0.028486667
c67ef5ac3.jpg,0.00042865425
ec0b61f94.jpg,0.00021030326
82afe95c8.jpg,0.00043698782
b620d8561.jpg,0.0017124681
2d2936948.jpg,0.00019024483
e4c8dc535.jpg,0.00052836665
36f496701.jpg,0.00020711609
d32b1bcfb.jpg,0.00015234543
addf6f937.jpg,0.012610395
15c826c59.jpg,0.0007717219
7f863cc25.jpg,0.0073546735
3630212cf.jpg,0.0024895077
9bb017152.jpg,0.00068015815
37a4df4ce.jpg,0.9977285
